DURG_CLASS,REPORTING_PERIOD,YOA,CURRENCY_CODE,IW Total Premium Paid,Total Claims Paid,Total Claims Outstandings,Total Claims Incurred,Catastrophe Paid,Catastrophe Incurred,Large Loss Paid,Large Loss Incurred,Non-Cat Incurred
DURG_7,2019Q04,2019,CCY_1,21481683.03,-3561949.078,-1341090.278,-4903039.357,-383071.2551,-475947.9171,0,0,-4427091.44
DURG_9,2018Q03,2002,CCY_2,12097218.27,-11273528.06,-53702.5206,-11327230.58,0,0,0,0,-11327230.58
DURG_9,2015Q01,2014,CCY_1,19132426.38,-311226.2602,-2814814.4,-3126040.66,-70201.34037,-798803.2055,0,0,-2327237.454
DURG_8,2014Q02,2005,CCY_1,9679328.016,0,0,0,0,0,0,0,0
DURG_5,2006Q04,2001,CCY_1,4855974.62,-3073583.326,-1902321.078,-4975904.404,-120827.4691,-1974724.644,0,0,-3001179.76
DURG_9,2010Q04,2006,CCY_3,32342752.13,-26112931.44,-3259882.752,-29372814.19,-2374080.811,-2418457.254,0,0,-26954356.94
DURG_8,2010Q04,2006,CCY_1,10469541,0,0,0,0,0,0,0,0
DURG_3,2012Q01,2002,CCY_1,23993315.22,-16137826.3,-50517.37986,-16188343.68,0,0,0,0,-16188343.68
DURG_6,2021Q01,2001,CCY_3,13947264.43,-8423006.589,0,-8423006.589,-397132.9562,-397132.9562,0,0,-8025873.633
DURG_9,2021Q01,2006,CCY_1,19324987.28,-10697121.79,-26587.4526,-10723709.25,0,0,-2078064.208,-2078064.208,-10723709.25
DURG_5,2010Q02,2000,CCY_1,3964110.427,-4829130.152,-7179.55764,-4836309.709,-2192604.139,-2192604.139,0,0,-2643705.57
DURG_8,2016Q02,2015,CCY_1,6591534.816,0,-163.30506,-163.30506,0,0,0,0,-163.30506
DURG_4,2014Q04,2012,CCY_2,6493276.641,-259072.0409,-15863.34702,-274935.388,0,0,0,0,-274935.388
DURG_6,2020Q01,2013,CCY_1,119264328.2,-76578327.68,-3602556.098,-80180883.78,-15427126.56,-15427126.56,-20300996.71,-22650508.91,-64753757.22
DURG_5,2006Q03,2004,CCY_3,9146637.092,-4153394.998,-749260.3892,-4902655.387,-28999.57461,-28999.57461,0,0,-4873655.812
DURG_10,2017Q02,2004,CCY_2,895679.7975,-406262.3683,0,-406262.3683,0,0,0,0,-406262.3683
DURG_9,2015Q03,2014,CCY_1,18536580.79,-3047385.731,-1176835.053,-4224220.785,-692449.5359,-881351.6142,0,0,-3342869.17
DURG_9,2014Q01,2011,CCY_1,19326548.55,-9749375.647,-782954.474,-10532330.12,-650914.2745,-706083.9131,0,0,-9826246.208
DURG_10,2013Q03,2013,CCY_2,99471.86625,0,-24130.76832,-24130.76832,0,0,0,0,-24130.76832
DURG_8,2016Q01,2004,CCY_1,8936388.995,-168.80643,0,-168.80643,0,0,0,0,-168.80643
DURG_6,2017Q03,2005,CCY_2,7254849.026,-566403.8121,0,-566403.8121,0,0,0,0,-566403.8121
DURG_10,2013Q03,2013,CCY_3,375933.7026,-142816.1752,-12804.94893,-155621.1241,0,0,0,0,-155621.1241
DURG_9,2020Q02,2003,CCY_3,31685308.16,-21686552.43,0,-21686552.43,-3430594.251,-3430594.251,-1725752.708,-1725752.708,-18255958.18
DURG_10,2018Q04,2006,CCY_3,2698698.942,-2018360.35,-8538.12624,-2026898.476,-231084.695,-231084.695,0,0,-1795813.781
DURG_6,2016Q04,2005,CCY_2,7254849.026,-566403.8121,0,-566403.8121,0,0,0,0,-566403.8121
DURG_9,2016Q04,2008,CCY_3,30440148.37,-36445070.59,-236009.4768,-36681080.06,-3956161.992,-4018764.673,-5235888.523,-5235888.523,-32662315.39
DURG_6,2005Q04,2003,CCY_2,8163576.548,-5646933.693,-524323.6218,-6171257.315,-3655483.066,-3657727.015,0,0,-2513530.3
DURG_2,2012Q02,2004,CCY_3,1104192.043,-610429.9625,-2766.47358,-613196.436,-610430.0798,-613196.5533,0,0,0.1173
DURG_5,2005Q01,2004,CCY_3,4947017.625,-942559.1882,-1043819.457,-1986378.645,-28999.57461,-28999.57461,0,0,-1957379.071
DURG_4,2018Q04,2008,CCY_1,107862986.8,-41531524.22,-3124.872,-41534649.1,-28955908.02,-28955908.02,0,0,-12578741.08
DURG_2,2014Q02,2004,CCY_3,1103633.425,-607474.2019,-300.04167,-607774.2435,-607474.3074,-607774.3491,0,0,0.10557
DURG_4,2008Q03,2001,CCY_2,1361649.567,0,0,0,0,0,0,0,0
DURG_10,2019Q03,2006,CCY_1,15002498.39,-12037751.71,-52437.29934,-12090189,-7613891.294,-7613891.294,0,0,-4476297.71
DURG_8,2013Q02,2008,CCY_3,586755.2331,-359.67699,0,-359.67699,0,0,0,0,-359.67699
DURG_4,2009Q04,2000,CCY_2,713385.9789,0,0,0,0,0,0,0,0
DURG_8,2009Q02,2001,CCY_3,222542.3459,-3824.64861,0,-3824.64861,0,0,0,0,-3824.64861
DURG_3,2011Q02,2004,CCY_1,30884546.76,-25926115.54,-336753.6375,-26262869.18,-859212.9166,-859212.9166,0,0,-25403656.26
DURG_8,2011Q02,2009,CCY_1,10919278.06,0,-8143182.723,-8143182.723,0,-8143182.723,0,0,0
DURG_9,2012Q03,2001,CCY_2,6443625.346,-6264654.977,-23838.42153,-6288493.398,-67.89324,-67.89324,0,0,-6288425.505
DURG_6,2016Q02,2002,CCY_2,4534237.201,-261704.9919,0,-261704.9919,0,0,0,0,-261704.9919
DURG_3,2018Q02,2011,CCY_1,21573723.42,-24429039.19,-5388.02301,-24434427.22,-879320.7289,-879320.7289,0,0,-23555106.49
DURG_9,2020Q01,2019,CCY_2,75185059.83,-11053199.55,-16598073.31,-27651272.86,0,0,0,0,-27651272.86
DURG_7,2000Q03,2000,CCY_2,236044.5378,-30802.44042,-38666.00955,-69468.44997,0,0,0,0,-69468.44997
DURG_2,2005Q03,2002,CCY_1,860021.1253,-11619.16323,0,-11619.16323,-11619.16323,-11619.16323,0,0,0
DURG_2,2007Q02,2006,CCY_1,1380521.659,0,0,0,0,0,0,0,0
DURG_3,2020Q02,2009,CCY_1,18818082.68,-18317646.78,-1018.72704,-18318665.51,0,0,0,0,-18318665.51
DURG_9,2003Q04,2002,CCY_1,7777982.194,-2762753.622,-891103.7016,-3653857.323,-20182.13361,-106350.9717,0,0,-3547506.352
DURG_6,2019Q02,2015,CCY_1,86178827.34,-41951809.2,-4646936.155,-46598745.35,-2205526.458,-4121757.78,-15154450.46,-15181307.74,-42476987.57
DURG_6,2018Q01,2003,CCY_3,32636957.31,-9237246.756,-3037.92924,-9240284.685,-1998243.963,-1998243.963,-1135015.152,-1135015.152,-7242040.722
DURG_8,2001Q04,2001,CCY_1,2795934.671,0,0,0,0,0,0,0,0
DURG_7,2018Q03,2015,CCY_2,10588481.28,-10425062.52,-641783.1733,-11066845.69,-1214632.867,-1214632.867,0,0,-9852212.827
DURG_10,2012Q04,2003,CCY_3,2239352.306,-802668.3343,-88599.07119,-891267.4055,24472.21689,1652.68662,0,0,-892920.0921
DURG_4,2018Q04,2013,CCY_1,109749364.3,-4776798.61,-8127.2478,-4784925.858,-410154.8515,-411295.8638,0,0,-4373629.994
DURG_3,2020Q03,2017,CCY_1,30446911.25,-24675004.3,-1476255.76,-26151260.06,-351785.0812,-361183.7437,0,0,-25790076.31
DURG_10,2013Q04,2004,CCY_2,895679.7975,-406225.4774,0,-406225.4774,0,0,0,0,-406225.4774
DURG_2,2006Q04,2000,CCY_3,281579.4125,-19122.38676,0,-19122.38676,0,0,0,0,-19122.38676
DURG_5,2019Q03,2008,CCY_3,11891501.12,-8656037.115,-30089.6787,-8686126.794,0,0,0,0,-8686126.794
DURG_6,2006Q04,2001,CCY_1,54225589.84,-26359184.56,-1567922.004,-27927106.56,-3404105.8,-3457458.18,-9591237.816,-9591237.816,-24469648.38
DURG_5,2014Q03,2014,CCY_3,3442019.165,-508899.1058,-826538.2274,-1335437.333,0,0,0,0,-1335437.333
DURG_6,2014Q03,2005,CCY_2,7270038.684,-566403.8121,0,-566403.8121,0,0,0,0,-566403.8121
DURG_10,2009Q04,2002,CCY_2,735450.1206,-267536.7608,0,-267536.7608,0,0,0,0,-267536.7608
DURG_10,2010Q01,2008,CCY_1,12969726.28,-3107950.982,-1316300.648,-4424251.63,0,0,0,0,-4424251.63
DURG_8,2011Q02,2002,CCY_3,153539.3423,0,0,0,0,0,0,0,0
DURG_4,2017Q04,2012,CCY_1,136100018.4,-101015923.1,-10079328.92,-111095252,-88629758.01,-98683285.6,0,0,-12411966.42
DURG_9,2013Q03,2004,CCY_1,13101275.45,-30840743.96,-14280.36006,-30855024.32,-23907717.24,-23907717.24,-3271373.518,-3271373.518,-6947307.077
DURG_9,2013Q03,2005,CCY_3,31841419.31,-25149928.7,-582375.8024,-25732304.5,-391197.0014,-391197.0014,-1146892.562,-1146892.562,-25341107.5
DURG_2,2014Q04,2011,CCY_1,1424224.823,-218234.6324,0,-218234.6324,-218234.6324,-218234.6324,0,0,0
DURG_9,2011Q01,2000,CCY_3,5462192.246,-6988988.459,-54953.72451,-7043942.183,-175197.5557,-175197.5557,0,0,-6868744.628
DURG_8,2011Q01,2008,CCY_1,11759743.21,0,0,0,0,0,0,0,0
DURG_4,2006Q03,2001,CCY_2,1361649.567,0,0,0,0,0,0,0,0
DURG_2,2011Q03,2006,CCY_1,1398808.529,0,0,0,0,0,0,0,0
DURG_8,2015Q03,2009,CCY_3,858351.0431,0,0,0,0,0,0,0,0
DURG_1,2016Q04,2008,CCY_1,89550396.54,-78392836.16,-143070.8335,-78535906.99,-12283659.74,-12283660.02,-10913139.01,-10913139.01,-66252246.97
DURG_2,2019Q02,2019,CCY_3,1917052.445,0,0,0,0,0,0,0,0
DURG_6,2020Q04,2018,CCY_1,57837043.06,-31715783.3,-20202036.12,-51917819.42,-12593550.6,-15467546.84,-4315534.072,-10181592.65,-36450272.58
DURG_5,2018Q04,2003,CCY_1,8204415.857,-5010933.046,-157080.8053,-5168013.851,-156527.642,-156527.642,0,0,-5011486.209
DURG_3,2019Q04,2014,CCY_1,24097585.3,-20749760.42,-5648.78091,-20755409.2,-1797963.902,-1797963.902,0,0,-18957445.29
DURG_9,2019Q04,2006,CCY_2,42311867.63,-30962622.2,-18733.33785,-30981355.54,0,0,-2147881.004,-2147881.004,-30981355.54
DURG_9,2018Q04,2009,CCY_2,60644888.55,-46097471.61,-486498.2075,-46583969.82,0,0,-4462615.698,-4462615.698,-46583969.82
DURG_6,2013Q04,2008,CCY_1,88889444.75,-62399042.24,-1893014.332,-64292056.57,-9513202.595,-9797606.65,-19955146.76,-20913341.13,-54494449.92
DURG_8,2010Q04,2002,CCY_1,8475699.157,0,0,0,0,0,0,0,0
DURG_7,2008Q04,2002,CCY_1,17951862.97,-11353432.89,-111471.539,-11464904.43,-767500.3515,-767500.3515,0,0,-10697404.08
DURG_1,2006Q04,2005,CCY_1,89827848.34,-88800086.64,-44661890.22,-133461976.9,-66548998.18,-99598219.35,0,0,-33863757.51
DURG_2,2014Q03,2002,CCY_3,685882.2491,-144972.8999,0,-144972.8999,-144972.9585,-144972.9585,0,0,0.05865
DURG_3,2012Q01,2003,CCY_1,29888256.49,-25006301.64,-1067868.174,-26074169.82,-17836.69665,-17836.69665,0,0,-26056333.12
DURG_6,2021Q01,2018,CCY_2,8963125.008,-3635317.401,-2337471.305,-5972788.706,0,0,0,0,-5972788.706
DURG_5,2011Q01,2011,CCY_3,22238.94219,-76405.41948,-176.82975,-76582.24923,0,0,0,0,-76582.24923
DURG_3,2004Q04,2000,CCY_1,8907783.325,-12082761.76,-292342.966,-12375104.72,-17622.02592,-17622.02592,0,0,-12357482.7
DURG_10,2018Q02,2016,CCY_3,1209806.687,-491129.9036,-802288.6694,-1293418.573,0,-719916.3866,0,0,-573502.1864
DURG_10,2002Q01,2001,CCY_3,680294.6049,-117138.1847,-371228.1896,-488366.3743,0,0,0,0,-488366.3743
DURG_4,2015Q03,2012,CCY_1,135110153.5,-95485662.65,-13052626.61,-108538289.3,-83484719.93,-96220545.86,0,0,-12317743.4
DURG_5,2019Q02,2010,CCY_3,14158059.56,-10422914.6,-134561.0117,-10557475.62,0,0,0,0,-10557475.62
DURG_9,2020Q02,2016,CCY_3,27308877.91,-21531536.4,-3757912.793,-25289449.19,-1434964.788,-1720213.438,-977795.2754,-2034316.95,-23569235.75
DURG_6,2016Q03,2001,CCY_2,2192156.557,-775466.8397,0,-775466.8397,0,0,0,0,-775466.8397
DURG_8,2019Q02,2014,CCY_1,11048732.23,-260358.6343,0,-260358.6343,0,0,0,0,-260358.6343
DURG_2,2020Q03,2006,CCY_1,1398808.529,0,0,0,0,0,0,0,0
DURG_8,2009Q01,2006,CCY_1,10460257.62,0,-101458.0485,-101458.0485,0,0,0,0,-101458.0485
DURG_8,2015Q01,2003,CCY_3,548279.8243,-38.75592,0,-38.75592,0,0,0,0,-38.75592
DURG_6,2010Q03,2007,CCY_1,95119871.34,-54974226.53,-19170227.6,-74144454.13,-6253199.365,-6260906.08,-21611546.51,-29324863.02,-67883548.05
DURG_2,2015Q01,2009,CCY_3,2626136.705,-100454.8403,-10726.47504,-111181.3153,-100454.9341,-111181.4091,0,0,0.09384
DURG_8,2007Q02,2007,CCY_1,3776809.881,0,0,0,0,0,0,0,0
DURG_9,2020Q02,2004,CCY_1,13101272.47,-30840659.47,0,-30840659.47,-23907831.41,-23907831.41,-3271373.518,-3271373.518,-6932828.058
DURG_7,2016Q03,2011,CCY_2,14971198.11,-9111442.213,-340859.1962,-9452301.409,0,0,0,0,-9452301.409
DURG_6,2017Q01,2011,CCY_3,11597331.03,-7563574.052,-873189.2702,-8436763.322,-2589.15117,-2589.15117,-1496902.801,-1496902.801,-8434174.171
DURG_10,2020Q02,2018,CCY_1,7892488.342,-7178067.238,-1888708.8,-9066776.038,-1735581.111,-1735581.111,0,0,-7331194.928
DURG_4,2010Q04,2004,CCY_1,44025968.29,-33287375.9,-922020.1928,-34209396.09,-32836906.78,-33758926.97,0,0,-450469.1255
DURG_4,2014Q03,2000,CCY_2,713385.9789,0,0,0,0,0,0,0,0
DURG_9,2010Q01,2000,CCY_1,1827971.998,-1558854.209,-7794.51462,-1566648.724,0,0,0,0,-1566648.724
DURG_2,2011Q02,2009,CCY_3,2620018.337,-78990.0546,-74898.66579,-153888.7204,-78990.11325,-105958.9785,0,0,-47929.74186
DURG_4,2021Q01,2014,CCY_2,7312225.359,-3664433.185,-503.28738,-3664936.472,0,0,0,0,-3664936.472
DURG_5,2013Q03,2009,CCY_3,13640794.87,-9393426.603,-606784.9705,-10000211.57,0,0,-31247.14818,-256680.1063,-10000211.57
DURG_3,2011Q02,2008,CCY_1,19606370.78,-14163032.32,-760048.6696,-14923080.99,-42951.52986,-42951.52986,0,0,-14880129.46
DURG_5,2013Q01,2006,CCY_3,10455193.09,-4813912.4,-52311.60066,-4866224.001,0,0,0,0,-4866224.001
DURG_5,2006Q02,2001,CCY_3,3954762.145,-2635162.799,-94037.66223,-2729200.461,-52597.13232,-52597.13232,0,0,-2676603.329
DURG_7,2011Q04,2002,CCY_1,17890022.86,-11419214.76,-39865.94163,-11459080.71,-767500.3515,-767500.3515,0,0,-10691580.35
DURG_9,2011Q04,2004,CCY_3,36696630.99,-33851003.94,-1769321.693,-35620325.63,-6620478.767,-7052431.149,-1300102.045,-1300102.045,-28567894.48
DURG_5,2007Q01,2000,CCY_3,3576638.921,-3211158.15,-64586.17764,-3275744.327,-182103.9803,-182103.9803,0,0,-3093640.347
DURG_6,2007Q01,2007,CCY_2,1331026.454,0,0,0,0,0,0,0,0
DURG_4,2016Q04,2005,CCY_1,89482312.44,-279273636,-1111252.154,-280384888.3,-278277008.1,-279387825.3,0,0,-997062.8092
DURG_9,2007Q04,2006,CCY_1,19092382.63,-2114411.326,-4506995.285,-6621406.61,0,0,0,-1354815,-6621406.61
DURG_10,2010Q03,2002,CCY_2,735450.1206,-267536.7608,0,-267536.7608,0,0,0,0,-267536.7608
DURG_2,2018Q01,2018,CCY_3,1528174.465,0,0,0,0,0,0,0,0
DURG_9,2018Q03,2000,CCY_2,2624250.661,-3171122.522,-670.58064,-3171793.103,0,0,0,0,-3171793.103
DURG_4,2019Q04,2011,CCY_2,6686428.205,-4582641.058,-4439.39445,-4587080.452,-2390816.565,-2390816.565,0,0,-2196263.887
DURG_2,2019Q04,2007,CCY_1,1671580.729,0,0,0,0,0,0,0,0
DURG_8,2006Q04,2001,CCY_3,225125.0221,-3822.90084,-46.2162,-3869.11704,0,0,0,0,-3869.11704
DURG_8,2019Q03,2001,CCY_1,13679412.61,-2179424.018,0,-2179424.018,-2179424.053,-2179424.053,0,0,0.03519
DURG_2,2006Q04,2002,CCY_3,685882.2491,-144972.8999,0,-144972.8999,-144972.9585,-144972.9585,0,0,0.05865
DURG_6,2008Q01,2002,CCY_1,87357458.68,-29219036.63,-1298367.096,-30517403.73,-2462200.535,-2462200.535,0,0,-28055203.2
DURG_1,2014Q03,2011,CCY_1,76823114.32,-70987882.95,-11549632.96,-82537515.91,-17454760.04,-18361662.09,-14903660.25,-21740687.81,-64175853.82
DURG_8,2011Q02,2000,CCY_1,3789724.541,-1482687.038,-46498978.05,-47981665.09,-1003519.682,-47502497.74,0,0,-479167.3564
DURG_5,2017Q04,2008,CCY_3,11890210.72,-8646369.014,-154115.7545,-8800484.769,0,0,0,0,-8800484.769
DURG_5,2002Q04,2000,CCY_3,3576594.969,-2315043.639,-389108.9793,-2704152.618,0,0,0,0,-2704152.618
DURG_3,2013Q01,2003,CCY_1,29888282.88,-24982629.58,-987046.0695,-25969675.65,-17836.69665,-17836.69665,0,0,-25951838.95
DURG_5,2020Q01,2019,CCY_1,4212793.7,-809875.5982,-868333.2027,-1678208.801,0,0,0,0,-1678208.801
DURG_10,2003Q03,2002,CCY_3,2222494.9,-746657.4201,-1564223.758,-2310881.178,-58650,-1165253.766,0,0,-1145627.412
DURG_8,2015Q03,2008,CCY_1,11190929.7,0,0,0,0,0,0,0,0
DURG_9,2015Q01,2001,CCY_3,10339872.73,-9940945.069,-433.01295,-9941378.081,-1352994.856,-1352994.856,0,0,-8588383.226
DURG_7,2019Q02,2002,CCY_1,17890145.69,-11408370.03,0,-11408370.03,-767500.3515,-767500.3515,0,0,-10640869.68
DURG_6,2012Q02,2012,CCY_2,2337201.878,-254.79906,-12669.29148,-12924.09054,0,0,0,0,-12924.09054
DURG_7,2018Q03,2008,CCY_1,25895103.53,-21454449.75,-1.0557,-21454450.8,-6641322.262,-6641323.317,0,0,-14813127.49
DURG_5,2017Q01,2017,CCY_3,146594.3612,-117066.6082,-186533.5685,-303600.1766,0,0,0,0,-303600.1766
DURG_7,2012Q04,2000,CCY_2,503498.0039,-533777.1221,0,-533777.1221,0,0,0,0,-533777.1221
DURG_10,2018Q01,2004,CCY_1,9611344.913,-11014137.34,0,-11014137.34,-6321626.836,-6321626.836,0,0,-4692510.501
DURG_10,2015Q04,2004,CCY_2,895679.7975,-406262.3683,0,-406262.3683,0,0,0,0,-406262.3683
DURG_5,2020Q04,2018,CCY_1,14525690.59,-9932844.248,-1219400.936,-11152245.18,0,0,-587191.8471,-947114.1818,-11152245.18
DURG_7,2019Q04,2011,CCY_2,14913116,-9297287.629,-1108.485,-9298396.114,0,0,0,0,-9298396.114
DURG_10,2018Q03,2003,CCY_1,8748532.399,-2140956.679,-28877.19552,-2169833.875,-208703.1277,-208703.1277,0,0,-1961130.747
DURG_3,2020Q02,2000,CCY_1,9029988.788,-12074001.71,0,-12074001.71,-17622.00246,-17622.00246,0,0,-12056379.71
DURG_10,2014Q02,2010,CCY_3,1392285.899,-706202.3627,-40198.63962,-746401.0023,0,0,0,0,-746401.0023
DURG_2,2000Q02,2000,CCY_1,233763.217,0,0,0,0,0,0,0,0
DURG_10,2014Q03,2007,CCY_2,744252.078,-1246239.95,-27858.75,-1274098.7,0,0,0,0,-1274098.7
DURG_6,2012Q01,2012,CCY_1,6197756.98,-11835.08907,-114542.0659,-126377.1549,0,0,0,0,-126377.1549
DURG_5,2010Q01,2008,CCY_3,12180566.14,-5779685.376,-1642345.346,-7422030.722,0,0,0,0,-7422030.722
DURG_2,2017Q04,2009,CCY_3,2601168.227,-3898.20744,-1423.45896,-5321.6664,-3898.30128,-5321.76024,0,0,0.09384
DURG_5,2021Q01,2003,CCY_1,8204415.857,-5047411.235,-76700.93337,-5124112.168,-156527.642,-156527.642,0,0,-4967584.526
DURG_10,2013Q01,2001,CCY_3,1777928.287,-1818673.686,-73820.32689,-1892494.013,-609413.2999,-679138.4023,0,0,-1213355.61
DURG_4,2012Q03,2005,CCY_2,5173620.264,-2354472.38,0,-2354472.38,0,0,0,0,-2354472.38
DURG_8,2011Q04,2011,CCY_3,335523.7939,0,0,0,0,0,0,0,0
DURG_5,2004Q04,2000,CCY_1,3945759.065,-3629275.091,-588243.1249,-4217518.216,-1297082.579,-1669674.768,0,0,-2547843.447
DURG_9,2020Q01,2015,CCY_3,26211899.88,-22290385.49,-486577.0918,-22776962.58,-1945360.278,-1980231.046,0,0,-20796731.53
DURG_10,2006Q03,2002,CCY_3,2495438.112,-1218861.626,-2232819.318,-3451680.944,-82110,-1952357.446,0,0,-1499323.497
DURG_3,2011Q03,2000,CCY_1,9028925.803,-12064389.21,-10095.0726,-12074484.28,-17622.00246,-17622.00246,0,0,-12056862.28
DURG_5,2017Q02,2014,CCY_3,19442913.09,-13244294.88,-2574292.709,-15818587.59,0,0,0,0,-15818587.59
DURG_1,2006Q03,2006,CCY_1,34127188.69,-1741617.275,-2474933.697,-4216550.972,0,0,0,0,-4216550.972
DURG_2,2016Q03,2015,CCY_1,1433025.725,0,0,0,0,0,0,0,0
DURG_7,2015Q01,2000,CCY_1,4228845.067,-3043082.874,-3793.1301,-3046876.004,-20408.71029,-20408.71029,0,0,-3026467.294
DURG_8,2018Q03,2017,CCY_1,4507689.618,0,0,0,0,0,0,0,0
DURG_8,2010Q03,2008,CCY_1,11753615.82,0,0,0,0,0,0,0,0
DURG_10,2012Q04,2007,CCY_1,12866903.74,-5841730.671,-35450.5233,-5877181.194,-2832795,-2832795,0,0,-3044386.194
DURG_10,2012Q02,2010,CCY_3,1273859.126,-625582.9524,-122291.4083,-747874.3607,0,0,0,0,-747874.3607
DURG_2,2009Q03,2002,CCY_3,685882.2491,-144972.8999,0,-144972.8999,-144972.9585,-144972.9585,0,0,0.05865
DURG_9,2018Q03,2011,CCY_2,73602202.71,-59647863.14,-1149575.401,-60797438.54,0,0,-7870023.363,-8315457.21,-60797438.54
