DURG_CLASS,REPORTING_PERIOD,YOA,CURRENCY_CODE,IW Total Premium Paid,Total Claims Paid,Total Claims Outstandings,Total Claims Incurred,Catastrophe Paid,Catastrophe Incurred,Large Loss Paid,Large Loss Incurred,Non-Cat Incurred
DURG_8,2013Q03,2005,CCY_3,612743.3882,-7956.89301,0,-7956.89301,0,0,0,0,-7956.89301
DURG_10,2012Q03,2003,CCY_3,2239140.204,-797073.9337,-109472.3247,-906546.2583,24420.67527,2035.34268,0,0,-908581.601
DURG_6,2006Q02,2003,CCY_3,32619919.33,-8421768.746,-1343662.796,-9765431.542,-1624299.997,-1875009.122,-1135015.152,-1135015.152,-7890422.42
DURG_7,2006Q02,2003,CCY_1,24902225.81,-24397920.58,-2231295.872,-26629216.46,-12129784.68,-13125381.19,0,0,-13503835.27
DURG_6,2013Q01,2009,CCY_1,66753340.89,-40531438.92,-2543103.143,-43074542.07,-14914154.22,-15272785.23,-2125932.59,-2148067.452,-27801756.84
DURG_5,2014Q04,2005,CCY_3,9627079.195,-5549729.435,-16852.29159,-5566581.727,0,0,0,0,-5566581.727
DURG_3,2004Q04,2003,CCY_1,26592880.96,-12618770.77,-4745752.314,-17364523.08,-6424.47408,-7163.46408,0,0,-17357359.62
DURG_9,2016Q01,2000,CCY_3,5462091.063,-6987370.563,-17131.03158,-7004501.595,-175197.5557,-175197.5557,0,0,-6829304.039
DURG_6,2017Q03,2007,CCY_2,8463322.13,-4662826.317,0,-4662826.317,0,0,0,0,-4662826.317
DURG_5,2005Q04,2000,CCY_1,3964587.78,-4668467.239,-169050.5078,-4837517.747,-2192604.139,-2192604.139,0,0,-2644913.608
DURG_1,2006Q01,2005,CCY_1,64110613.83,-37192014.41,-68144133.77,-105336148.2,-31274360.92,-92685160.43,0,0,-12650987.74
DURG_10,2020Q02,2018,CCY_3,2757207.42,-5576448.815,-367191.8849,-5943640.7,-1034507.913,-1202103.455,0,0,-4741537.245
DURG_5,2017Q01,2016,CCY_1,7480202.713,-1032130.066,-552388.5149,-1584518.581,0,0,-12273.19284,-21658.36584,-1584518.581
DURG_10,2015Q02,2015,CCY_2,0,0,0,0,0,0,0,0,0
DURG_9,2012Q04,2001,CCY_2,6443625.346,-6264960.918,-14756.21097,-6279717.129,-67.89324,-67.89324,0,0,-6279649.236
DURG_9,2019Q04,2016,CCY_2,82159593.67,-59076716.65,-3329191.662,-62405908.31,-3269166.073,-3279301.556,0,0,-59126606.76
DURG_5,2019Q04,2000,CCY_1,3965776.686,-4792435.134,-71170.40259,-4863605.536,-2192604.139,-2192604.139,0,0,-2671001.397
DURG_9,2016Q04,2003,CCY_2,32069965.33,-16863533.95,-32687.8737,-16896221.82,0,0,0,0,-16896221.82
DURG_9,2019Q02,2014,CCY_1,18255854.01,-4808668.985,-550720.1452,-5359389.13,-818472.8906,-826848.1106,0,0,-4532541.019
DURG_6,2003Q04,2001,CCY_1,54666869.55,-16152741.05,-12553198.2,-28705939.26,-2825769.727,-3748175.766,-2738127.144,-8877287.976,-24957763.49
DURG_5,2006Q01,2000,CCY_1,3964587.78,-4745826.706,-52551.84279,-4798378.549,-2192604.139,-2192604.139,0,0,-2605774.41
DURG_5,2019Q03,2000,CCY_1,3965776.686,-4792435.134,-71170.40259,-4863605.536,-2192604.139,-2192604.139,0,0,-2671001.397
DURG_7,2019Q03,2011,CCY_1,33225144.25,-28887628.35,-42532.45215,-28930160.8,-9248230.845,-9248230.845,0,0,-19681929.95
DURG_2,2012Q01,2003,CCY_3,535742.4601,0,0,0,0,0,0,0,0
DURG_7,2002Q03,2001,CCY_1,8846549.335,-3093421.935,-980365.4591,-4073787.394,-112917.9418,-113211.1918,0,0,-3960576.202
DURG_10,2001Q03,2001,CCY_3,398766.6637,-1460.70171,-38792.74047,-40253.44218,0,0,0,0,-40253.44218
DURG_10,2016Q02,2000,CCY_1,3577958.91,-4044736.817,-5350.48701,-4050087.304,-3210053.254,-3210053.254,0,0,-840034.0499
DURG_2,2017Q04,2017,CCY_3,812490.3677,56752.91883,0,56752.91883,0,0,0,0,56752.91883
DURG_9,2009Q02,2009,CCY_2,7227506.068,-214230.2333,-1347143.005,-1561373.239,0,0,0,0,-1561373.239
DURG_7,2010Q02,2000,CCY_1,4228845.067,-3044073.496,-7633.36788,-3051706.864,-20408.71029,-20408.71029,0,0,-3031298.154
DURG_7,2011Q04,2000,CCY_1,4228845.067,-3042647.011,-8159.91585,-3050806.927,-20408.71029,-20408.71029,0,0,-3030398.216
DURG_7,2016Q02,2005,CCY_1,27208573.12,-33720339.68,0,-33720339.68,-22721933.3,-22721933.3,0,0,-10998406.37
DURG_10,2006Q02,2006,CCY_2,72323.82522,0,0,0,0,0,0,0,0
DURG_6,2018Q02,2005,CCY_1,84639116.67,-129899550.2,-420328.2805,-130319878.4,-53037526.99,-53037526.99,-40806133.86,-41226462.14,-77282351.41
DURG_6,2007Q03,2005,CCY_2,7206389.206,-390370.7637,-328896.3674,-719267.1311,0,0,0,0,-719267.1311
DURG_1,2014Q03,2000,CCY_1,11989082.16,-10475545.6,0,-10475545.6,-1502133.231,-1502133.231,0,0,-8973412.37
DURG_6,2007Q04,2003,CCY_2,8299703.855,-6238293.28,-286642.1039,-6524935.383,-3711171.957,-3711171.957,0,0,-2813763.427
DURG_4,2020Q02,2005,CCY_2,5173620.264,-2354472.38,0,-2354472.38,0,0,0,0,-2354472.38
DURG_4,2009Q03,2009,CCY_1,149921838.4,-357769.1993,-1384238.309,-1742007.508,0,0,0,0,-1742007.508
DURG_9,2020Q03,2010,CCY_2,75895177.79,-64990359.33,-420681.377,-65411040.71,-4469.43498,-4469.43498,-2136658.479,-2136658.479,-65406571.27
DURG_6,2016Q03,2015,CCY_2,6202967.54,-457854.2748,-3631394.866,-4089249.141,0,-208144.0994,0,-2689139.098,-3881105.041
DURG_7,2008Q02,2000,CCY_1,4225297.024,-3045389.919,-25145.40159,-3070535.32,-20408.71029,-20408.71029,0,0,-3050126.61
DURG_6,2006Q01,2002,CCY_1,88108160.77,-27688877.76,-2660345.115,-30349222.87,-2102125.969,-2456090.449,0,0,-27893132.42
DURG_2,2012Q04,2009,CCY_1,2877208.147,-94694.82375,-63.62352,-94758.44727,-94694.85894,-94758.48246,0,0,0.03519
DURG_6,2007Q04,2002,CCY_1,87356079.44,-29175048.13,-1323311.481,-30498359.61,-2462200.535,-2462200.535,0,0,-28036159.07
DURG_2,2013Q04,2012,CCY_3,1400257.677,0,0,0,0,0,0,0,0
DURG_10,2017Q04,2013,CCY_2,274644.2963,-56640.8856,0,-56640.8856,0,0,0,0,-56640.8856
DURG_2,2008Q01,2005,CCY_3,1337580.299,-425282.012,-96527.4603,-521809.4723,-425282.0941,-513681.1805,0,0,-8128.29177
DURG_7,2013Q02,2009,CCY_1,23870122.96,-11049825.8,-323394.0121,-11373219.82,-11148.33276,-11148.33276,0,0,-11362071.48
DURG_7,2009Q04,2007,CCY_1,26096946.73,-17602830.58,-1720023.471,-19322854.06,-4355829.25,-4495560.013,0,0,-14827294.04
DURG_2,2021Q01,2010,CCY_1,2631995.382,-1258939.047,-482.103,-1259421.15,-1258939.47,-1259421.573,0,0,0.42228
DURG_6,2021Q01,2005,CCY_3,21343188.69,-14386891.88,-132162.6255,-14519054.51,-83211.03645,-83211.03645,-6831399.064,-6831399.064,-14435843.47
DURG_8,2009Q02,2005,CCY_3,571317.6733,-7748.28669,-164.85342,-7913.14011,0,0,0,0,-7913.14011
DURG_4,2016Q02,2016,CCY_2,3939462.929,-2052750,-9514510.983,-11567260.98,-2052750,-11567260.98,0,0,0
DURG_9,2006Q02,2004,CCY_3,36924339.09,-26506443.99,-11806739.1,-38313183.09,-6474720.473,-6910823.141,-579932.1971,-1601145.059,-31402359.95
DURG_8,2010Q02,2005,CCY_3,571317.6733,-7748.28669,-164.85342,-7913.14011,0,0,0,0,-7913.14011
DURG_8,2020Q01,2020,CCY_1,151811.8887,0,0,0,0,0,0,0,0
DURG_8,2011Q04,2008,CCY_1,11770608.72,0,0,0,0,0,0,0,0
DURG_4,2018Q02,2018,CCY_1,28071441.19,-272722.5,-370902.6,-643625.1,-272722.5,-643625.1,0,0,0
DURG_5,2004Q04,2004,CCY_3,3569967.648,-505053.5778,-673055.4002,-1178108.978,0,0,0,0,-1178108.978
DURG_8,2014Q04,2014,CCY_1,9278166.462,0,-204799.4658,-204799.4658,0,0,0,0,-204799.4658
DURG_4,2003Q01,2003,CCY_1,16987202.3,0,0,0,0,0,0,0,0
DURG_4,2000Q03,2000,CCY_2,747370.78,0,0,0,0,0,0,0,0
DURG_7,2007Q03,2003,CCY_2,4164883.77,-2281048.316,-5575.04613,-2286623.362,0,0,0,0,-2286623.362
DURG_2,2004Q01,2002,CCY_1,786023.1828,0,-43987.5,-43987.5,0,-43987.5,0,0,0
DURG_7,2017Q03,2000,CCY_2,503498.0039,-533777.1221,0,-533777.1221,0,0,0,0,-533777.1221
DURG_10,2007Q01,2004,CCY_1,9643535.704,-11523933.59,-879579.4106,-12403513,-6414461.833,-6495853.37,0,0,-5907659.629
DURG_10,2017Q03,2017,CCY_3,606092.3609,-122609.0449,-3960.21222,-126569.2571,0,0,0,0,-126569.2571
DURG_4,2016Q04,2007,CCY_1,72177662.7,-914723.1006,0,-914723.1006,-99188.22312,-99188.22312,0,0,-815534.8775
DURG_1,2019Q02,2008,CCY_1,89561974.86,-78596976.31,-9032.94456,-78606009.25,-12283659.81,-12283660.09,-10913139.01,-10913139.01,-66322349.16
DURG_9,2015Q01,2014,CCY_3,16318625.27,-4983122.213,-5528204.416,-10511326.63,-516825.5243,-1044009.976,0,0,-9467316.653
DURG_1,2015Q01,2009,CCY_1,84181056,-53481222.04,-536694.5608,-54017916.61,-627672.9569,-627672.9569,-4170768.383,-4170768.383,-53390243.65
DURG_1,2020Q02,2008,CCY_1,89561321.65,-78582400.12,-7702.28163,-78590102.4,-12283659.81,-12283660.09,-10913139.01,-10913139.01,-66306442.3
DURG_8,2009Q01,2008,CCY_1,10428799.08,0,0,0,0,0,0,0,0
DURG_9,2016Q04,2005,CCY_2,33955991.48,-20607011.76,-134517.1298,-20741528.89,0,0,-2428032.312,-2428032.312,-20741528.89
DURG_4,2020Q02,2005,CCY_1,89487986.75,-279777427.1,-208.03155,-279777635.2,-278779614.3,-278779822.4,0,0,-997812.8019
DURG_7,2016Q04,2002,CCY_1,17890145.69,-11405739.57,-9923.39232,-11415662.97,-767500.3515,-767500.3515,0,0,-10648162.62
DURG_4,2020Q04,2007,CCY_2,4333021.649,-651014.9765,0,-651014.9765,0,0,0,0,-651014.9765
DURG_9,2020Q04,2000,CCY_1,1827971.998,-1560206.209,0,-1560206.209,0,0,0,0,-1560206.209
DURG_5,2018Q01,2000,CCY_3,3583682.106,-3197627.466,0,-3197627.466,-182103.9803,-182103.9803,0,0,-3015523.485
DURG_10,2018Q03,2007,CCY_1,12926569.23,-5878557.346,0,-5878557.346,-2832795,-2832795,0,0,-3045762.346
DURG_5,2015Q01,2012,CCY_1,15576585.9,-7861497.131,-1507060.43,-9368557.561,0,0,-1628962.894,-1628962.894,-9368557.561
DURG_8,2020Q04,2005,CCY_3,612897.8489,-7956.89301,0,-7956.89301,0,0,0,0,-7956.89301
DURG_4,2019Q01,2015,CCY_1,75109343.69,-4329329.08,-74265.98478,-4403595.065,-1200754.189,-1222707.318,0,0,-3180887.747
DURG_10,2007Q02,2005,CCY_2,1006577.739,-346845.0386,-182461.1119,-529306.1505,0,0,0,0,-529306.1505
DURG_2,2009Q01,2005,CCY_3,1353313.583,-473144.1539,-27309.05874,-500453.2126,-473144.2594,-500453.3182,0,0,0.10557
DURG_6,2018Q04,2005,CCY_2,7254849.026,-566601.3805,0,-566601.3805,0,0,0,0,-566601.3805
DURG_10,2014Q02,2007,CCY_3,1816255.898,-598057.6746,-38874.6276,-636932.3022,-24610.30245,-24610.30245,0,0,-612321.9997
DURG_6,2014Q02,2012,CCY_3,13457388.78,-1113531.41,-3891289.039,-5004820.449,-22.80312,-1476283.901,0,0,-3528536.549
DURG_8,2000Q04,2000,CCY_1,1299907.468,0,-469200,-469200,0,0,0,0,-469200
DURG_6,2006Q04,2003,CCY_1,111063855.4,-53923258.97,-12254374.81,-66177633.78,-8964587.129,-9573018.663,-15065280.61,-22602477.51,-56604615.11
DURG_7,2019Q03,2006,CCY_2,3657832.667,-2357594.941,0,-2357594.941,0,0,0,0,-2357594.941
DURG_6,2019Q03,2015,CCY_1,86192110.95,-42058777.41,-4355564.375,-46414341.79,-2291737.841,-4134399.541,-15154450.46,-15180264.73,-42279942.25
DURG_10,2014Q03,2003,CCY_2,981486.4835,-423131.2578,0,-423131.2578,-128.68983,-128.68983,0,0,-423002.568
DURG_3,2012Q01,2007,CCY_1,29137323.27,-24626872.35,-1410682.89,-26037555.24,-2528.49534,-2529.32817,0,0,-26035025.92
DURG_7,2014Q03,2013,CCY_2,11410986.97,-6046040.808,-3426431.028,-9472471.836,0,0,0,0,-9472471.836
DURG_7,2012Q01,2005,CCY_2,3842690.828,-4288709.099,-128323.4669,-4417032.566,0,0,0,0,-4417032.566
DURG_4,2009Q04,2002,CCY_1,39672146.02,-1507497.654,-594.19488,-1508091.848,-627405.3017,-627405.3017,0,0,-880686.5467
DURG_6,2013Q03,2005,CCY_1,84631898.21,-129866507.8,-1076735.116,-130943242.9,-53038089.2,-53136145.27,-40801298.35,-40801298.35,-77807097.61
DURG_10,2018Q01,2013,CCY_3,1583821.491,-1281170.494,-237897.2092,-1519067.703,0,0,0,0,-1519067.703
DURG_9,2016Q02,2013,CCY_1,18889991.09,-2879205.507,-269776.7686,-3148982.276,-55886.77563,-117534.8581,0,0,-3031447.418
DURG_7,2003Q02,2003,CCY_2,310957.5376,-6587.00496,-24491.82945,-31078.83441,0,0,0,0,-31078.83441
DURG_9,2003Q03,2003,CCY_2,8998643.19,-572257.3871,-2669849.359,-3242106.746,0,0,0,0,-3242106.746
DURG_10,2016Q01,2001,CCY_1,5169293.055,-4491918.364,0,-4491918.364,-2868922.121,-2868922.121,0,0,-1622996.242
DURG_4,2016Q01,2010,CCY_1,98185674.98,-11891655.63,-8402.48052,-11900058.11,-4266300.47,-4266300.47,0,0,-7633757.644
DURG_5,2017Q03,2000,CCY_1,3965776.686,-4793598.116,-132172.0565,-4925770.173,-2192604.139,-2192604.139,0,0,-2733166.034
DURG_9,2007Q02,2007,CCY_1,3948969.789,336904.4736,-879129.2953,-542224.8218,0,0,0,0,-542224.8218
DURG_10,2015Q02,2002,CCY_3,2505291.031,-3757529.726,-3851.75664,-3761381.483,-2493900.074,-2493900.074,0,0,-1267481.408
DURG_6,2009Q01,2007,CCY_3,15948907.14,-3383993.108,-4858501.063,-8242494.17,-310931.8255,-1549007.344,0,0,-6693486.827
DURG_6,2016Q04,2004,CCY_3,23034514.39,-13408619.64,0,-13408619.64,-63342.03519,-63342.03519,-4107891.43,-4107891.43,-13345277.61
DURG_2,2020Q03,2004,CCY_1,1869720.3,-4277267.493,0,-4277267.493,-4250070.831,-4250070.831,0,0,-27196.66188
DURG_6,2015Q02,2014,CCY_1,113824301.6,-22559658.85,-41154081.63,-63713740.49,-8922914.216,-16600397.05,-5996291.474,-19355379.89,-47113343.43
DURG_6,2020Q03,2006,CCY_1,113177574.1,-78087784.95,-5278.5,-78093063.45,-4188991.442,-4188991.442,-33500008.34,-33500008.34,-73904072.01
DURG_9,2019Q02,2003,CCY_1,11881937.79,-3376978.016,0,-3376978.016,-91779.1563,-91779.1563,0,0,-3285198.86
DURG_6,2012Q02,2010,CCY_3,12013569.79,-3947817.809,-6576186.358,-10524004.17,-87105.52548,-3658809.647,-1723220.236,-1723220.236,-6865194.52
DURG_5,2001Q04,2000,CCY_1,3536622.014,-1301528.179,-493142.8185,-1794670.997,0,-88526.31,0,0,-1706144.687
DURG_5,2012Q02,2004,CCY_1,9681895.444,-2487972.483,-102134.5763,-2590107.059,0,0,0,0,-2590107.059
DURG_7,2003Q04,2000,CCY_1,4224576.344,-2792970.16,-221178.0531,-3014148.213,-20285.92065,-23272.63671,0,0,-2990875.577
DURG_2,2007Q04,2006,CCY_3,1232867.773,-27142.17603,-34870.4748,-62012.65083,-27142.19949,-37520.46948,0,0,-24492.18135
DURG_3,2015Q02,2005,CCY_1,32489520.03,-26428638.8,-10761.43044,-26439400.23,-698583.974,-698583.974,0,0,-25740816.26
DURG_2,2020Q02,2004,CCY_1,1869720.3,-4277267.493,0,-4277267.493,-4250070.831,-4250070.831,0,0,-27196.66188
DURG_3,2008Q03,2005,CCY_1,32708550.75,-26699663.53,-1316733.168,-28016396.7,-698583.974,-707413.3209,0,0,-27308983.37
DURG_4,2006Q04,2003,CCY_2,3257037.241,-290260.762,0,-290260.762,0,0,0,0,-290260.762
DURG_4,2019Q03,2011,CCY_2,6686428.205,-4582641.058,-4439.39445,-4587080.452,-2390816.565,-2390816.565,0,0,-2196263.887
DURG_9,2019Q03,2004,CCY_2,31306023.2,-16560193.19,-640.82163,-16560834.02,0,0,0,0,-16560834.02
DURG_2,2014Q03,2001,CCY_1,818548.2323,-2312132.628,-944590.6365,-3256723.264,-2312132.898,-3256723.534,0,0,0.26979
DURG_7,2002Q03,2001,CCY_2,1178438.098,-938118.4565,-368581.3738,-1306699.83,0,0,0,0,-1306699.83
DURG_10,2014Q03,2006,CCY_3,2698738.894,-1984029.877,-53608.52811,-2037638.405,-196754.2342,-240397.3414,0,0,-1797241.064
DURG_9,2014Q03,2013,CCY_2,74562408.98,-24165811.46,-20476948.51,-44642759.97,-618318.2819,-849282.7678,0,0,-43793477.2
DURG_10,2013Q03,2002,CCY_1,5408351.299,-2165376.275,0,-2165376.275,0,0,0,0,-2165376.275
DURG_10,2013Q03,2003,CCY_2,981486.4835,-423131.2578,0,-423131.2578,-128.68983,-128.68983,0,0,-423002.568
DURG_10,2021Q01,2014,CCY_3,936072.5217,-5465099.632,-379412.8088,-5844512.441,-4656724.183,-5023286.097,0,0,-821226.3438
DURG_10,2018Q01,2013,CCY_2,274644.2963,-56640.8856,0,-56640.8856,0,0,0,0,-56640.8856
DURG_4,2016Q02,2012,CCY_2,6493276.641,-269441.5838,-1853.46903,-271295.0528,0,0,0,0,-271295.0528
DURG_7,2010Q02,2005,CCY_2,3866352.912,-4083331.062,-169321.1424,-4252652.205,0,0,0,0,-4252652.205
DURG_3,2013Q01,2011,CCY_1,20071776.64,-18256091.01,-4520440.75,-22776531.76,-420397.3585,-817911.0001,0,0,-21958620.76
DURG_6,2014Q04,2002,CCY_2,4534887.559,-261704.9919,0,-261704.9919,0,0,0,0,-261704.9919
DURG_6,2020Q01,2013,CCY_2,6054850.812,-2198374.759,-9820.96596,-2208195.725,0,0,0,0,-2208195.725
DURG_10,2016Q03,2000,CCY_1,3577958.91,-4049774.5,-237.97824,-4050012.478,-3210053.254,-3210053.254,0,0,-839959.2242
DURG_6,2007Q03,2001,CCY_1,54258999.65,-26496210.57,-1507364.541,-28003575.11,-3407587.827,-3459929.667,-9625488.489,-9641780.169,-24543645.45
DURG_4,2003Q03,2001,CCY_1,30705471.91,-30995709.3,-9502986.809,-40498696.1,-30715946.73,-40209861.43,0,0,-288834.6755
DURG_2,2015Q03,2015,CCY_3,754849.523,0,0,0,0,0,0,0,0
DURG_9,2014Q01,2003,CCY_1,11881937.79,-3376978.016,0,-3376978.016,-91779.1563,-91779.1563,0,0,-3285198.86
DURG_10,2011Q03,2005,CCY_2,960419.1572,-481337.6058,0,-481337.6058,0,0,0,0,-481337.6058
DURG_9,2017Q02,2008,CCY_1,25444169.98,-24283677.13,-573936.2903,-24857613.42,-6210439.773,-6210440.477,-4943397.067,-4943397.067,-18647172.94
DURG_6,2016Q01,2005,CCY_1,84639116.67,-129894714.6,-259037.7072,-130153752.3,-53037526.99,-53037526.99,-40801298.35,-41060336.06,-77116225.33
DURG_2,2019Q02,2011,CCY_1,1424224.823,-218234.6324,0,-218234.6324,-218234.6442,-218234.6442,0,0,0.01173
DURG_9,2017Q01,2005,CCY_1,14465665.98,-8321587.801,-1041.9759,-8322629.777,-1075338.401,-1075338.401,0,0,-7247291.375
DURG_8,2015Q04,2014,CCY_3,123801.9155,0,0,0,0,0,0,0,0
DURG_6,2019Q02,2015,CCY_3,7266992.849,-5590207.495,-1054459.13,-6644666.625,-876632.5766,-1112039.014,0,0,-5532627.611
DURG_4,2017Q01,2012,CCY_2,6493276.641,-270428.3583,-540.94068,-270969.299,0,0,0,0,-270969.299
DURG_10,2007Q02,2005,CCY_1,11953781.06,-2849262.993,-1404953.454,-4254216.447,-72432.99633,-72432.99633,0,0,-4181783.451
DURG_9,2017Q03,2013,CCY_2,75058928.99,-51900430.32,-2838203.973,-54738634.29,-1207692.777,-1207692.777,-2629418.477,-2638014.573,-53530941.51
DURG_10,2018Q04,2001,CCY_2,331052.7754,-214508.0701,0,-214508.0701,0,0,0,0,-214508.0701
DURG_6,2015Q04,2004,CCY_3,23033849.17,-13317062.16,-186885.4685,-13503947.63,-63342.03519,-63342.03519,-4107891.43,-4107891.43,-13440605.59
DURG_2,2008Q02,2000,CCY_1,403930.6789,-946.70484,-439875,-440821.7048,0,-439875,0,0,-946.70484
DURG_7,2008Q02,2001,CCY_1,8693501.351,-5956011.064,-84064.66374,-6040075.728,-119855.4861,-119855.4861,0,0,-5920220.242
DURG_6,2015Q04,2014,CCY_1,114431227.8,-37592056.15,-35913182.05,-73505238.2,-12703339.38,-17005528.01,-11772724.66,-22330695.69,-56499710.19
DURG_7,2016Q04,2000,CCY_2,503498.0039,-533777.1221,0,-533777.1221,0,0,0,0,-533777.1221
DURG_7,2012Q04,2002,CCY_2,2096284.323,-1441212.784,-9.32535,-1441222.11,0,0,0,0,-1441222.11
DURG_9,2018Q04,2013,CCY_2,74906911.23,-52842387.61,-1526561.414,-54368949.02,-1207692.777,-1207692.777,-2633895.243,-2716998.774,-53161256.24
DURG_6,2015Q04,2011,CCY_3,11597211.38,-7412903.668,-1357306.182,-8770209.85,-2589.15117,-2589.15117,-1496902.801,-1496902.801,-8767620.699
DURG_1,2015Q02,2009,CCY_1,84179010.17,-53571278.93,-441640.8225,-54012919.75,-627672.9569,-627672.9569,-4170768.383,-4170768.383,-53385246.8
DURG_4,2003Q04,2000,CCY_2,713385.9789,0,0,0,0,0,0,0,0
DURG_5,2008Q01,2001,CCY_3,3989877.754,-2734846.368,-43447.99038,-2778294.358,-52597.13232,-52597.13232,0,0,-2725697.226
DURG_5,2013Q02,2003,CCY_3,8929757.709,-5499378.422,-34629.32946,-5534007.751,-5309.78391,-5309.78391,0,0,-5528697.968
DURG_10,2008Q01,2008,CCY_3,184363.6358,0,-3753.6,-3753.6,0,0,0,0,-3753.6
DURG_1,2019Q03,2019,CCY_1,53095796.73,-8825641.936,-6992266.267,-15817908.2,-54208.10706,-87527.68818,0,0,-15730380.51
DURG_6,2014Q02,2009,CCY_1,66758008.9,-42727746.28,-1470548.752,-44198295.03,-15139960.9,-15139960.9,-2134561.037,-2723316.47,-29058334.13
DURG_6,2012Q01,2008,CCY_2,5261012.822,-3572333.8,-243058.808,-3815392.608,-5286.17142,-5286.17142,-2425110.475,-2440359.475,-3810106.436
DURG_7,2014Q03,2008,CCY_2,5231388.86,-5024586.414,-2308.82763,-5026895.242,0,0,0,0,-5026895.242
DURG_6,2014Q03,2011,CCY_3,11577747.83,-6704613.858,-1209109.046,-7913722.903,-2589.15117,-2589.15117,-1087474.775,-1482809.206,-7911133.752
DURG_5,2009Q04,2002,CCY_1,6977302.247,-1721462.672,-153533.9114,-1874996.583,0,0,0,0,-1874996.583
DURG_7,2010Q01,2004,CCY_1,25001125.7,-38516100.11,-180379.553,-38696479.67,-25207077.09,-25296885.21,0,0,-13399594.45
DURG_9,2001Q03,2001,CCY_2,1733257.984,-135327.708,-213193.9817,-348521.6896,0,0,0,0,-348521.6896
DURG_7,2001Q01,2001,CCY_2,16009.39725,-449.81031,-184.7475,-634.55781,0,0,0,0,-634.55781
DURG_8,2017Q04,2001,CCY_3,225711.7802,-3824.64861,0,-3824.64861,0,0,0,0,-3824.64861
DURG_2,2021Q01,2001,CCY_3,403746.3654,-142353.7551,0,-142353.7551,-142353.7786,-142353.7786,0,0,0.02346
DURG_6,2011Q02,2000,CCY_1,30779871.94,-19371481.9,-104033.8627,-19475515.76,-380348.1356,-380348.1356,0,0,-19095167.62
DURG_1,2013Q03,2007,CCY_1,90758297.38,-74706183.36,-939726.1,-75645909.46,-10391488.81,-10454539.76,-9266885.24,-9266885.24,-65191369.7
DURG_8,2017Q04,2014,CCY_1,11077961.05,-260358.6343,-16011.3327,-276369.967,0,0,0,0,-276369.967
DURG_9,2021Q01,2016,CCY_3,27296632.22,-23256570.01,-1348827.902,-24605397.91,-1377338.852,-1657695.67,-1386102.37,-1607518.073,-22947702.24
DURG_10,2017Q04,2015,CCY_3,617756.8841,-842751.8088,-715195.1202,-1557946.929,-533333.8806,-1030691.746,0,0,-527255.1834
DURG_4,2016Q02,2008,CCY_2,5455380.318,0,0,0,0,0,0,0,0
DURG_2,2020Q01,2011,CCY_1,1424224.823,-218234.6324,0,-218234.6324,-218234.6442,-218234.6442,0,0,0.01173
DURG_8,2012Q03,2010,CCY_3,455582.7838,0,0,0,0,0,0,0,0
DURG_8,2011Q04,2009,CCY_3,802558.3421,0,0,0,0,0,0,0,0
DURG_6,2014Q04,2006,CCY_2,8679133.696,-7030193.228,-7298.60541,-7037491.833,0,0,-4236249.864,-4236249.864,-7037491.833
DURG_7,2018Q02,2014,CCY_1,45261059.16,-25214651.29,-780551.865,-25995203.15,-2694343.499,-2713064.392,0,0,-23282138.76
DURG_7,2014Q04,2010,CCY_2,13091081.82,-10440295.85,-592799.6903,-11033095.54,0,0,0,0,-11033095.54
DURG_9,2003Q02,2003,CCY_1,2522625.226,241043.0192,-478338.9017,-237295.8824,0,0,0,0,-237295.8824
DURG_5,2011Q03,2006,CCY_1,13318401.76,-5828820.528,-204223.0301,-6033043.558,0,0,0,0,-6033043.558
DURG_4,2004Q01,2000,CCY_1,18233866.2,-1684616.161,-87680.78814,-1772296.949,-1497136.451,-1532945.232,0,0,-239351.7174
DURG_4,2016Q01,2005,CCY_1,89482458.71,-279261974.6,-725951.542,-279987926.2,-278265347.5,-278990864.3,0,0,-997061.8708
DURG_8,2005Q03,2004,CCY_3,302523.3275,0,0,0,0,0,0,0,0
DURG_8,2007Q01,2007,CCY_3,2622.91011,0,0,0,0,0,0,0,0
DURG_8,2019Q02,2000,CCY_3,121932.353,-16447.67697,0,-16447.67697,0,0,0,0,-16447.67697
DURG_10,2008Q02,2006,CCY_2,726366.784,-52206.46467,-5201.46909,-57407.93376,0,0,0,0,-57407.93376
DURG_8,2020Q03,2018,CCY_1,4537219.823,-10872.14991,-16182.9426,-27055.09251,0,0,0,0,-27055.09251
DURG_8,2020Q04,2003,CCY_3,548279.8243,-38.75592,0,-38.75592,0,0,0,0,-38.75592
DURG_1,2015Q01,2003,CCY_1,91098054.21,-102584536.5,-166210.5693,-102750747.1,-51107600.49,-51110529.25,-1814839.407,-1814839.407,-51640217.85
DURG_1,2020Q02,2013,CCY_1,86550141.83,-52185401.89,-27621.06501,-52213022.96,-1798857.235,-1821376.489,0,0,-50391646.47
DURG_5,2010Q03,2010,CCY_3,3756380.714,-413251.2665,-359587.7364,-772839.0029,0,0,0,0,-772839.0029
DURG_2,2018Q04,2018,CCY_3,1823416.735,69406.72671,-62253.20967,7153.51704,0,-62253.20967,0,0,69406.72671
DURG_4,2006Q04,2005,CCY_2,5172128.419,-2398219.919,-60814.63074,-2459034.55,0,0,0,0,-2459034.55
DURG_4,2008Q01,2006,CCY_2,4948160.467,0,0,0,0,0,0,0,0
